Company Name,Stock,Ticker,ESG Risk,ESG Rating
"Box, Inc.",NYS,BOX,Medium ESG Risk,23.7
"Boxed, Inc.",OTC,BOXDQ,Medium ESG Risk,24.9
Boyd Gaming Corp.,NYS,BYD,Medium ESG Risk,24.5
"Boyd Group Services, Inc.",TSE,BYD,Medium ESG Risk,21.3
BP Plc,LON,BP,High ESG Risk,32.2
BPCE SA,-,,Low ESG Risk,16.1
BPER Banca SpA,MIL,BPE,Medium ESG Risk,27.9
Bpifrance SA,-,,Low ESG Risk,16.5
bpost SA,BRU,BPOST,Low ESG Risk,18.4
BPRL International Singapore Pte Ltd.,-,,Severe ESG Risk,49
BR MALLS Participações SA,-,,Low ESG Risk,16.3
BR Properties SA,BSP,BRPR3,Low ESG Risk,19.5
Bradespar SA,BSP,BRAP4,Low ESG Risk,14.8
Brady Corp.,NYS,BRC,Negligible ESG Risk,6.4
"Braemar Hotels & Resorts, Inc.",NYS,BHR,Medium ESG Risk,20.8
BrainChip Holdings Ltd.,ASX,BRN,Medium ESG Risk,22.1
"BrainPad, Inc.",TKS,3655,Medium ESG Risk,26.4
Brait Plc,JSE,BAT,High ESG Risk,37.2
Brambles Ltd.,ASX,BXB,Low ESG Risk,14.2
"Brambles USA, Inc.",-,,Low ESG Risk,18.2
Brandywine Realty Trust,NYS,BDN,Low ESG Risk,13.2
BrasilAgro Cia Brasileira de Propriedades Agricolas,BSP,AGRO3,High ESG Risk,33.6
Braskem Idesa SAPI,-,,Medium ESG Risk,24.5
Braskem SA,BSP,BRKM5,Medium ESG Risk,24
Bravida Holding AB,OME,BRAV,Low ESG Risk,13.2
Bravura Solutions Ltd.,ASX,BVS,Low ESG Risk,18
"Braze, Inc.",NAS,BRZE,Medium ESG Risk,24.9
"BRC, Inc.",NYS,BRCC,High ESG Risk,33.2
"Bread Financial Holdings, Inc.",NYS,BFH,Low ESG Risk,18
Brederode SA,BRU,BREB,High ESG Risk,35.3
Breedon Group Plc,LON,BREE,High ESG Risk,30.1
Breitling SA,-,,Low ESG Risk,13.5
Brembo SpA,MIL,BRE,Low ESG Risk,11.7
Brenntag SE,ETR,BNR,Low ESG Risk,16
Breville Group Ltd.,ASX,BRG,Medium ESG Risk,26.9
Brewin Dolphin Holdings Plc,-,,Medium ESG Risk,26.8
BRF SA,BSP,BRFS3,High ESG Risk,31.7
Brickworks Ltd.,ASX,BKW,Medium ESG Risk,23.8
"BridgeBio Pharma, Inc.",NAS,BBIO,High ESG Risk,35.8
Bridgepoint Group Plc,LON,BPT,Medium ESG Risk,22.9
Bridgestone Corp.,TKS,5108,Low ESG Risk,11.3
"Bridgewater Bancshares, Inc.",NAS,BWB,High ESG Risk,33.3
Brigade Enterprises Ltd.,BOM,532929,Medium ESG Risk,20.9
"Bright Dairy & Food Co., Ltd.",SHG,600597,Severe ESG Risk,45.8
"Bright Food (Group) Co., Ltd.",-,,Severe ESG Risk,45.4
"Bright Health Group, Inc.",NYS,BHG,Medium ESG Risk,27.2
"Bright Horizons Family Solutions, Inc.",NYS,BFAM,Low ESG Risk,17
Brightcom Group Ltd.,BOM,532368,Medium ESG Risk,26.5
"Brightcove, Inc.",NAS,BCOV,Medium ESG Risk,27.3
"BrightGene Bio-Medical Technology Co., Ltd.",SHG,688166,High ESG Risk,30.5
"Brighthouse Financial, Inc.",NAS,BHF,Medium ESG Risk,20.5
Brightoil Petroleum (Holdings) Ltd.,-,,High ESG Risk,37.8
"Brighton-Best International (Taiwan), Inc.",ROCO,8415,High ESG Risk,34.9
"BrightSphere Investment Group, Inc.",NYS,BSIG,High ESG Risk,34.2
"BrightSpire Capital, Inc.",NYS,BRSP,Medium ESG Risk,21.8
"BrightView Holdings, Inc.",NYS,BV,Medium ESG Risk,22.4
Brii Biosciences Ltd. (China),HKG,2137,Medium ESG Risk,22.4
Brilliance China Automotive Holdings Ltd.,HKG,1114,High ESG Risk,37.8
"Brinker International, Inc.",NYS,EAT,Medium ESG Risk,23.9
Brinova Fastigheter AB,OME,BRIN.B,Low ESG Risk,17.2
Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,IST,BRISA.E,Low ESG Risk,18.7
Brisa Concessão Rodoviária SA,-,,Negligible ESG Risk,9.7
Brisbane Airport Corp. Pty Ltd.,-,,Low ESG Risk,19.8
Briscoe Group Ltd.,NZE,BGP,Low ESG Risk,15.9
Bristol Myers Squibb Co.,NYS,BMY,Medium ESG Risk,22.8
"Bristow Group, Inc.",NYS,VTOL,Medium ESG Risk,21.8
Britannia Industries Ltd.,BOM,500825,Medium ESG Risk,26.7
British American Tobacco Malaysia Bhd.,KLS,4162,Low ESG Risk,10.2
British American Tobacco plc,LON,BATS,High ESG Risk,33.7
British Broadcasting Corp.,-,,Low ESG Risk,13.7
"British Columbia Ferry Services, Inc.",-,,Low ESG Risk,19.3
Britvic Plc,LON,BVIC,Low ESG Risk,18.9
"Brixmor Property Group, Inc.",NYS,BRX,Low ESG Risk,11.3
BRK Ambiental Participações SA,-,,Low ESG Risk,12.7
Broadcast Centre Trust,-,,High ESG Risk,31.3
Broadcom Inc.,NAS,AVGO,Medium ESG Risk,20.4
"Broadleaf Co., Ltd.",TKS,3673,Medium ESG Risk,20.1
"Broadmark Realty Capital, Inc.",-,,Low ESG Risk,16.4
"Broadridge Financial Solutions, Inc.",NYS,BR,Low ESG Risk,16.6
"Broadstone Net Lease, Inc.",NYS,BNL,Low ESG Risk,18
Brock University,-,,Low ESG Risk,14
"Brogent Technologies, Inc.",ROCO,5263,Low ESG Risk,19.8
Bromford Housing Group Ltd.,-,,Low ESG Risk,10.5
"Bronco Billy Co., Ltd.",TKS,3091,High ESG Risk,33.4
"Brookdale Senior Living, Inc.",NYS,BKD,High ESG Risk,33.9
Brookfield Business Corp.,TSE,BBUC,High ESG Risk,33.2
Brookfield Business Partners LP,TSE,BBU.UT,Severe ESG Risk,57.6
Brookfield Canada Office Properties,-,,Low ESG Risk,13.7
Brookfield Corp.,TSE,BN,Low ESG Risk,19.8
Brookfield India Real Estate Trust,BOM,543261,Medium ESG Risk,21
Brookfield Infrastructure Corp.,TSE,BIPC,High ESG Risk,34.4
Brookfield Infrastructure Partners LP,NYS,BIP,Severe ESG Risk,40.8
Brookfield Reinsurance Ltd.,TSE,BNRE,High ESG Risk,34.3
Brookfield Renewable Corp.,NYS,BEPC,Low ESG Risk,18.8
Brookfield Renewable Partners LP,TSE,BEP.UT,Low ESG Risk,17.8
"Brookfield Residential Properties, Inc.",-,,Medium ESG Risk,22.5
"Brookline Bancorp, Inc.",NAS,BRKL,High ESG Risk,36.3
"Brother Industries, Ltd.",TKS,6448,Low ESG Risk,15.5
"Brown & Brown, Inc.",NYS,BRO,Medium ESG Risk,21.4
Brown University,-,,Low ESG Risk,13.2
Brown-Forman Corp.,NYS,BF.B,Medium ESG Risk,22.4
"BRP Group, Inc.",NAS,BRP,High ESG Risk,30.7
"BRP, Inc.",TSE,DOO,Low ESG Risk,12.9
BRT Apartments Corp.,NYS,BRT,Medium ESG Risk,21.8
Bruce Power LP,-,,Low ESG Risk,13.9
Bruker Corp.,NAS,BRKR,Medium ESG Risk,20.7
Brunel International NV,AMS,BRNL,Low ESG Risk,14.5
Brunello Cucinelli SpA,MIL,BC,Low ESG Risk,19.9
Brunswick Corp.,NYS,BC,Low ESG Risk,10.4
BSE Ltd.,NSE,BSE,Medium ESG Risk,27.7
BSR Real Estate Investment Trust,TSE,HOM.UT,Low ESG Risk,19.9
BT Group Plc,LON,BT.A,Low ESG Risk,19.8
"BTG Hotels (Group) Co., Ltd.",SHG,600258,High ESG Risk,32.7
BTG Pactual Group,BSP,PPLA11,Medium ESG Risk,29.6
"BTRS Holdings, Inc.",-,,Medium ESG Risk,20.4
BTS Group AB,OME,BTS.B,Low ESG Risk,12.4
BTS Group Holdings Public Co. Ltd.,BKK,BTS,Low ESG Risk,18.2
Bubs Australia Ltd.,ASX,BUB,Severe ESG Risk,46.5
Bucher Industries AG,SWX,BUCN,Medium ESG Risk,24.6
Budapest Airport Budapest Liszt Ferenc Nemzetközi Repülotér,-,,Low ESG Risk,13.2
Budimex SA,WAR,BDX,High ESG Risk,33.2
Budweiser Brewing Co. APAC Ltd.,HKG,1876,Low ESG Risk,18.3
Bufab AB,OME,BUFAB,Medium ESG Risk,20
"Build-A-Bear Workshop, Inc.",NYS,BBW,Low ESG Risk,17.5
"Builders FirstSource, Inc.",NYS,BLDR,High ESG Risk,31.6
"Bukwang Pharmaceutical Co., Ltd.",KRX,3000,High ESG Risk,34.9
Bulgarian Energy Holding EAD,-,,High ESG Risk,33.1
Bulten AB,OME,BULTEN,Negligible ESG Risk,8.8
"Bumble, Inc.",NAS,BMBL,Medium ESG Risk,21.9
Bumech SA,WAR,BMC,High ESG Risk,35.6
Bumi Armada Bhd.,KLS,5210,Medium ESG Risk,20.4
Bumitama Agri Ltd.,SES,P8Z,High ESG Risk,35.2
"Bumrungrad Hospital Public Co., Ltd.",BKK,BH,Medium ESG Risk,29.6
Bunge Ltd.,NYS,BG,High ESG Risk,33
Bunka Shutter Co. Ltd.,TKS,5930,Medium ESG Risk,29.2
Bunzl Plc,LON,BNZL,Low ESG Risk,17.7
Bupa Arabia for Cooperative Insurance Co.,SAU,8210,Medium ESG Risk,29.6
Burberry Group Plc,LON,BRBY,Negligible ESG Risk,9.9
Burckhardt Compression Holding AG,SWX,BCHN,Medium ESG Risk,21.3
Bure Equity AB,OME,BURE,Medium ESG Risk,28.9
Bureau Veritas SA,PAR,BVI,Low ESG Risk,10.1
Burford Capital Ltd.,LON,BUR,Medium ESG Risk,29.6
Burgan Bank SAK,KUW,BURG,High ESG Risk,34.8
Burkhalter Holding AG,SWX,BRKN,High ESG Risk,33.6
Burlington Northern Santa Fe LLC,-,,Medium ESG Risk,22.2
"Burlington Stores, Inc.",NYS,BURL,Low ESG Risk,16.2
Bursa Malaysia Bhd.,KLS,1818,Low ESG Risk,15.2
"Bushiroad, Inc.",TKS,7803,Medium ESG Risk,27.9
"Business First Bancshares, Inc.",NAS,BFST,Medium ESG Risk,28.9
Business-intelligence of Oriental Nations Corp. Ltd.,SHE,300166,Medium ESG Risk,27.1
"Butterfly Network, Inc.",NYS,BFLY,High ESG Risk,32.5
Buzzi Unicem SpA,MIL,BZU,High ESG Risk,31.1
BW Energy Ltd.,OSL,BWE,Medium ESG Risk,27.5
BW LPG Ltd.,OSL,BWLPG,Low ESG Risk,15.2
BW Offshore Ltd.,OSL,BWO,Medium ESG Risk,20.2
BWP Trust,ASX,BWP,Low ESG Risk,14.2
"BWX Technologies, Inc.",NYS,BWXT,High ESG Risk,34.8
"By-health Co., Ltd.",SHE,300146,High ESG Risk,39.5
"BYD Co., Ltd.",HKG,1211,Medium ESG Risk,24.2
"BYD Electronic (International) Co., Ltd.",HKG,285,Medium ESG Risk,23.5
BYGGFAKTA GROUP Nordic HoldCo AB,OME,BFG,Medium ESG Risk,23.4
Byggmax Group AB,OME,BMAX,Low ESG Risk,13
"Byline Bancorp, Inc.",NYS,BY,Medium ESG Risk,28.9
Bystronic AG,SWX,BYS,Medium ESG Risk,26.5
Bytes Technology Group Plc,LON,BYIT,Low ESG Risk,17.1
BYUCKSAN Corp.,KRX,7210,High ESG Risk,31.9
C-MER Eye Care Holdings Ltd.,HKG,3309,Medium ESG Risk,25
C-RAD AB,OME,CRAD.B,High ESG Risk,38.7
"C. Uyemura & Co., Ltd.",TKS,4966,High ESG Risk,37.5
C.E. Info Systems Ltd.,BOM,543425,Severe ESG Risk,40.3
"C.H. Robinson Worldwide, Inc.",NAS,CHRW,Low ESG Risk,19.4
C.I. Takiron Corp.,TKS,4215,Medium ESG Risk,28.2
"C.Q. Pharmaceutical Holding Co., Ltd.",SHE,950,High ESG Risk,39.3
C&C Group Plc,LON,CCR,Medium ESG Risk,27.5
C&D International Investment Group Ltd.,HKG,1908,Medium ESG Risk,23.1
"C&D Property Management Group Co., Ltd.",HKG,2156,Low ESG Risk,20
"C&S Paper Co., Ltd.",SHE,2511,High ESG Risk,36
"C3.ai, Inc.",NYS,AI,Medium ESG Risk,21.9
"C4 Therapeutics, Inc.",NAS,CCCC,Medium ESG Risk,25.2
CA Immobilien Anlagen AG,WBO,CAI,Low ESG Risk,10.9
"Cable One, Inc.",NYS,CABO,Low ESG Risk,16.7
Cabot Corp.,NYS,CBT,Medium ESG Risk,28.7
CAC Holdings Corp.,TKS,4725,Medium ESG Risk,25.7
"CACI International, Inc.",NYS,CACI,Low ESG Risk,16.9
"Cactus, Inc.",NYS,WHD,Medium ESG Risk,26.6
Cadeler A/S,OSL,CADLR,Severe ESG Risk,46.7
Cadence Bank,NYS,CADE,High ESG Risk,31.3
"Cadence Design Systems, Inc.",NAS,CDNS,Low ESG Risk,12
Cadent Gas Ltd.,-,,Low ESG Risk,14
"Cadre Holdings, Inc.",NYS,CDRE,Severe ESG Risk,42.3
"CAE, Inc.",TSE,CAE,Medium ESG Risk,25.5
"Caesars Entertainment, Inc.",NAS,CZR,Medium ESG Risk,25.7
Caesarstone Ltd.,NAS,CSTE,Medium ESG Risk,22.1
Café de Coral Holdings Ltd.,HKG,341,Medium ESG Risk,23.3
Cafe24 Corp.,KRX,42000,Medium ESG Risk,28.6
Cahya Mata Sarawak Bhd.,KLS,2852,High ESG Risk,36.1
"Caida Securities Co., Ltd.",SHG,600906,High ESG Risk,34.6
Cairn Homes Plc,DUB,C5H,Low ESG Risk,17.2
Cairo Investment & Real Estate Development,CAI,CIRA,Low ESG Risk,18.5
Cairo Mezz Plc,ATH,CAIROMEZ,High ESG Risk,39
Caisse d'Amortissement de la Dette Sociale,-,,Low ESG Risk,18.6
Caisse des Dépôts & Consignations,-,,Negligible ESG Risk,7.8
"Caitong Securities Co., Ltd.",SHG,601108,High ESG Risk,30.3
Caixa Central de Crédito Agrícola Mútuo CRL,-,,Medium ESG Risk,20
Caixa Económica Montepio Geral Caixa Económica Bancária SA,-,,Medium ESG Risk,29.7
Caixa Geral de Depósitos SA,-,,Medium ESG Risk,20.2
Caixa Seguridade Participaçoes SA,BSP,CXSE3,Medium ESG Risk,27
CaixaBank SA,MCE,CABK,Low ESG Risk,17.5
Caja Rural de Navarra SCC,-,,Negligible ESG Risk,9.8
"Cal-Maine Foods, Inc.",NAS,CALM,Severe ESG Risk,42.1
"Calavo Growers, Inc.",NAS,CVGW,High ESG Risk,32.9
"CALBEE, Inc.",TKS,2229,High ESG Risk,35.3
"Caleres, Inc.",NYS,CAL,Low ESG Risk,17.2
Calian Group Ltd.,TSE,CGY,Medium ESG Risk,21.7
Calibre Mining Corp.,TSE,CXB,High ESG Risk,39.8
Calida Holding AG,SWX,CALN,Low ESG Risk,14.4
California Institute of Technology,-,,Low ESG Risk,14.7
California Resources Corp.,NYS,CRC,High ESG Risk,37.7
California Water Service Group,NYS,CWT,Medium ESG Risk,29.4
Calix Ltd.,ASX,CXL,Severe ESG Risk,40.7
"Calix, Inc.",NYS,CALX,Low ESG Risk,15.6
Calliditas Therapeutics AB,OME,CALTX,High ESG Risk,33.3
Callon Petroleum Co.,NYS,CPE,High ESG Risk,39
Calpine Corp.,-,,High ESG Risk,38.4
Calumet Specialty Products Partners LP,NAS,CLMT,Severe ESG Risk,47.2
Cambium Networks Corp.,NAS,CMBM,Medium ESG Risk,20.5
Cambridge Bancorp,NAS,CATC,High ESG Risk,32.7
Cambridgeshire Housing Capital Plc,-,,Low ESG Risk,18.3
Camden National Corp. (Maine),NAS,CAC,Medium ESG Risk,26.1
Camden Property Trust,NYS,CPT,Low ESG Risk,16.1
Cameco Corp.,TSE,CCO,Medium ESG Risk,27.9
Camel Group Co. Ltd.,SHG,601311,Medium ESG Risk,27.4
Cameron LNG LLC,-,,Medium ESG Risk,25.3
Camil Alimentos SA,BSP,CAML3,Severe ESG Risk,44.9
Campbell Soup Co.,NYS,CPB,Medium ESG Risk,23.5
"Camping World Holdings, Inc.",NYS,CWH,Low ESG Risk,16.5
Camtek Ltd.,NAS,CAMT,Medium ESG Risk,21.3
Camurus AB,OME,CAMX,Severe ESG Risk,42.6
Can Fin Homes Ltd.,BOM,511196,High ESG Risk,30.5
Can-Pack SA,-,,Low ESG Risk,20
"Canaan, Inc.",NAS,CAN,Severe ESG Risk,40.7
"Canaccord Genuity Group, Inc.",TSE,CF,Medium ESG Risk,27.7
Canacol Energy Ltd.,TSE,CNE,Medium ESG Risk,27.3
"Canada Goose Holdings, Inc.",NYS,GOOS,Low ESG Risk,16.3
Canada Mortgage & Housing Corp.,-,,Medium ESG Risk,22.7
Canada Post Corp.,-,,Low ESG Risk,15.8
Canadian Apartment Properties Real Estate Investment Trust,TSE,CAR.UT,Low ESG Risk,13.4
Canadian Broadcasting Corp.,-,,Low ESG Risk,14.7
Canadian Core Real Estate LP,-,,Low ESG Risk,16.9
Canadian Imperial Bank of Commerce,TSE,CM,Low ESG Risk,17.7
Canadian National Railway Co.,TSE,CNR,Low ESG Risk,14.6
Canadian Natural Resources Ltd.,TSE,CNQ,Medium ESG Risk,29.8
Canadian Pacific Railway Co.,-,,Medium ESG Risk,25.2
Canadian Pacific Railway Ltd.,-,,Low ESG Risk,17.2
"Canadian Solar, Inc.",NAS,CSIQ,High ESG Risk,37
Canadian Tire Corp. Ltd.,TSE,CTC.A,Low ESG Risk,17.3
Canadian Utilities Ltd.,TSE,CU,Medium ESG Risk,25.5
Canadian Western Bank,TSE,CWB,Medium ESG Risk,20.3
Canal de Isabel II SA,-,,Medium ESG Risk,26.4
Canara Bank,BOM,532483,High ESG Risk,36.6
Canary Wharf Group Investment Holdings plc,-,,Low ESG Risk,10.9
Canary Wharf Group Plc,-,,Low ESG Risk,17.6
CANCOM SE,ETR,COK,Low ESG Risk,14.8
Canfor Corp.,TSE,CFP,Medium ESG Risk,22.9
"Cangzhou Mingzhu Plastic Co., Ltd.",SHE,2108,High ESG Risk,31.2
"Canmax Technologies Co., Ltd.",SHE,300390,High ESG Risk,35.1
"Cannae Holdings, Inc.",NYS,CNNE,Low ESG Risk,11.1
"Cano Health, Inc.",NYS,CANO,High ESG Risk,31.4
"Canon Electronics, Inc.",TKS,7739,Medium ESG Risk,20.8
"Canon Marketing Japan, Inc.",TKS,8060,Low ESG Risk,11.5
"Canon, Inc.",TKS,7751,Low ESG Risk,18
"Canoo, Inc.",NAS,GOEV,Medium ESG Risk,24.2
Canopy Growth Corp.,TSE,WEED,High ESG Risk,35.1
"CanSino Biologics, Inc.",HKG,6185,High ESG Risk,35.3
"Cantaloupe, Inc.",NAS,CTLP,Medium ESG Risk,23.4
Cantargia AB,OME,CANTA,High ESG Risk,35.1
Cantor Fitzgerald LP,-,,High ESG Risk,34.9
Canvest Environmental Protection Group Co. Ltd.,HKG,1381,Low ESG Risk,19.8
CAP SA,SGO,CAP,High ESG Risk,34.4
"Capcom Co., Ltd.",TKS,9697,Medium ESG Risk,20.5
Capex SA,BUE,CAPX,Severe ESG Risk,56.8
Capgemini SE,PAR,CAP,Low ESG Risk,10.7
Capita Plc,LON,CPI,Low ESG Risk,18.9
Capital & Counties Properties Plc,-,,Low ESG Risk,14.9
Capital & Regional Plc,LON,CAL,Low ESG Risk,18.8
Capital A Bhd.,KLS,5099,High ESG Risk,34.5
"Capital Bancorp, Inc. (Maryland)",NAS,CBNK,High ESG Risk,33
"Capital City Bank Group, Inc.",NAS,CCBG,Medium ESG Risk,29.5
Capital City Link General Partnership,-,,Severe ESG Risk,45.7
Capital Ltd.,LON,CAPD,Severe ESG Risk,42.2
Capital One Financial Corp.,NYS,COF,Medium ESG Risk,20.9
Capital Power Corp.,TSE,CPX,High ESG Risk,33.7
Capital Securities Corp.,TAI,6005,Medium ESG Risk,26.4
CapitaLand Ascendas REIT,SES,A17U,Low ESG Risk,11.9
CapitaLand Ascott Trust,SES,HMN,Low ESG Risk,11.1
CapitaLand China Trust,SES,AU8U,Low ESG Risk,11.7
CapitaLand India Trust,SES,CY6U,Low ESG Risk,12.6
CapitaLand Integrated Commercial Trust,SES,C38U,Low ESG Risk,11.6
CapitaLand Investment Ltd.,SES,9CI,Low ESG Risk,13.1
Capitec Bank Holdings Ltd.,JSE,CPI,Medium ESG Risk,22.8
"Capitol Federal Financial, Inc.",NAS,CFFN,High ESG Risk,31
Caplin Point Laboratories Ltd.,BOM,524742,High ESG Risk,33.6
Capri Global Capital Ltd.,BOM,531595,Medium ESG Risk,24.9
Capri Holdings Ltd.,NYS,CPRI,Low ESG Risk,16.7
Capricorn Energy Plc,LON,CNE,High ESG Risk,34.7
Capricorn Metals Ltd.,ASX,CMM,Severe ESG Risk,58.7
"CapStar Financial Holdings, Inc.",NAS,CSTR,Medium ESG Risk,28.6
"CARA Therapeutics, Inc.",NAS,CARA,Medium ESG Risk,27.9
Carabao Group Public Co. Ltd.,BKK,CBG,High ESG Risk,34.9
Carasent ASA,OSL,CARA,Medium ESG Risk,25.6
Carasso Motors Ltd.,TAE,CRSM,High ESG Risk,30.3
Carborundum Universal Ltd.,BOM,513375,Medium ESG Risk,22.6
Card Factory Plc,LON,CARD,Low ESG Risk,18.7
Cardinal Energy Ltd.,TSE,CJ,Severe ESG Risk,47.4
"Cardinal Health, Inc.",NYS,CAH,Low ESG Risk,14.9
"Cardiovascular Systems, Inc.",-,,Medium ESG Risk,27.3
"Cardlytics, Inc.",NAS,CDLX,Medium ESG Risk,29.3
CARE Ratings Ltd.,BOM,534804,Medium ESG Risk,24.7
"CareDx, Inc.",NAS,CDNA,Medium ESG Risk,26.8
"Career Technology (MFG.) Co., Ltd.",TAI,6153,Medium ESG Risk,26.3
"Caregen Co., Ltd.",KRX,214370,High ESG Risk,32.1
Carel Industries SpA,MIL,CRL,Low ESG Risk,17
Carestone Group GmbH,-,,Low ESG Risk,15.1
"CareTrust REIT, Inc.",NYS,CTRE,Low ESG Risk,15.1
"Cargojet, Inc.",TSE,CJT,Medium ESG Risk,26.2
Cargotec Oyj,HEL,CGCBV,Medium ESG Risk,22.2
"Cargurus, Inc.",NAS,CARG,Low ESG Risk,19.5
"Caribou Biosciences, Inc.",NAS,CRBU,Medium ESG Risk,28
Carl Zeiss Meditec AG,ETR,AFX,Medium ESG Risk,29.8
Carleton University,-,,Low ESG Risk,17.8
"Carlisle Cos., Inc.",NYS,CSL,Medium ESG Risk,22.9
Carlsberg A/S,CSE,CARL.B,Medium ESG Risk,22.3
Carlsberg Brewery Malaysia Bhd.,KLS,2836,Low ESG Risk,15.5
"CarMax, Inc.",NYS,KMX,Low ESG Risk,12.1
Carmila SA,PAR,CARM,Low ESG Risk,12.8
Carnarvon Energy Ltd.,ASX,CVN,Severe ESG Risk,49.1
Carnival Corp.,NYS,CCL,Medium ESG Risk,24.9
"CarParts.com, Inc.",NAS,PRTS,Medium ESG Risk,24.3
Carpenter Technology Corp.,NYS,CRS,High ESG Risk,32.8
Carr's Group Plc,LON,CARR,Severe ESG Risk,41.1
Carrefour SA,PAR,CA,Medium ESG Risk,21.8
"Carriage Services, Inc.",NYS,CSV,Medium ESG Risk,21.3
Carrier Global Corp.,NYS,CARR,Medium ESG Risk,20.4
"Carrols Restaurant Group, Inc.",NAS,TAST,High ESG Risk,30.3
"Cars.com, Inc.",NYS,CARS,Medium ESG Risk,21.4
carsales.com Ltd.,ASX,CAR,Medium ESG Risk,20.8
CARsgen Therapeutics Holdings Ltd.,HKG,2171,High ESG Risk,37.7
"Carta Holdings, Inc.",TKS,3688,High ESG Risk,31.7
"Carter Bankshares, Inc.",NAS,CARE,High ESG Risk,33.6
"Carter's, Inc.",NYS,CRI,Low ESG Risk,13.5
CarTrade Tech Ltd.,BOM,543333,Medium ESG Risk,26.4
Carvana Co.,NYS,CVNA,Low ESG Risk,14.2
CAS Capital No. 1 Ltd,-,,High ESG Risk,36
"Casa Systems, Inc.",NAS,CASA,Medium ESG Risk,24.7
"Cascades, Inc.",TSE,CAS,Low ESG Risk,17
"Casella Waste Systems, Inc.",NAS,CWST,Medium ESG Risk,22.2
"Casey's General Stores, Inc.",NAS,CASY,High ESG Risk,30.8
Cashbuild Ltd.,JSE,CSB,Low ESG Risk,17.7
"Casino, Guichard-Perrachon SA",PAR,CO,Medium ESG Risk,21.2
"Casio Computer Co., Ltd.",TKS,6952,Low ESG Risk,19.4
"Cass Information Systems, Inc.",NAS,CASS,Low ESG Risk,18.7
Cassa Depositi e Prestiti SpA,-,,Low ESG Risk,13.8
"Cassava Sciences, Inc.",NAS,SAVA,High ESG Risk,38.8
Castellum AB,OME,CAST,Negligible ESG Risk,9.8
"Castle Biosciences, Inc.",NAS,CSTL,Medium ESG Risk,22.5
Castrol India Ltd.,BOM,500870,Medium ESG Risk,22.1
"Catalent, Inc.",NYS,CTLT,Medium ESG Risk,28.2
"Catalyst Pharmaceuticals, Inc.",NAS,CPRX,Medium ESG Risk,24.2
"Catcher Technology Co., Ltd.",TAI,2474,Low ESG Risk,18
Catella AB,OME,CAT.B,High ESG Risk,32.4
Catena AB,OME,CATE,Low ESG Risk,15.5
Catena Media plc,OME,CTM,Medium ESG Risk,24.7
"Caterpillar, Inc.",NYS,CAT,High ESG Risk,34.1
"Cathay Financial Holdings Co., Ltd.",TAI,2882,Low ESG Risk,12.1
Cathay General Bancorp,NAS,CATY,High ESG Risk,31.1
Cathay Pacific Airways Ltd.,HKG,293,High ESG Risk,31.1
"Cathay Real Estate Development Co., Ltd.",TAI,2501,Low ESG Risk,16
"Cavco Industries, Inc.",NAS,CVCO,Medium ESG Risk,21.2
Caverion Oyj,HEL,CAV1V,Low ESG Risk,14.4
Cavotec SA,OME,CCC,High ESG Risk,30.6
Cawachi Ltd.,TKS,2664,Medium ESG Risk,24.7
"CBIZ, Inc.",NYS,CBZ,Medium ESG Risk,20.8
"CBL & Associates Properties, Inc.",NYS,CBL,Low ESG Risk,19
"Cboe Global Markets, Inc.",BATS,CBOE,Medium ESG Risk,20.9
cBrain A/S,CSE,CBRAIN,Low ESG Risk,17.8
"CBRE Group, Inc.",NYS,CBRE,Negligible ESG Risk,7.6
"CBRE Services, Inc.",-,,Low ESG Risk,16.9
CCC SA,WAR,CCC,Low ESG Risk,16.5
"CCL Industries, Inc.",TSE,CCL.B,Low ESG Risk,19.7
CCL Products (India) Ltd.,BOM,519600,High ESG Risk,35.3
CCR SA,BSP,CCRO3,Low ESG Risk,11.7
CD Projekt SA,WAR,CDR,Low ESG Risk,14.5
CDL Hospitality Trusts,SES,J85,Low ESG Risk,16.2
CDP Reti SpA,-,,Low ESG Risk,10.8
CDW Corp.,NAS,CDW,Negligible ESG Risk,9.2
CE Sebastopol LP,-,,Severe ESG Risk,45.7
CEAT Ltd.,BOM,500878,Medium ESG Risk,20.7
"Cebu Air, Inc.",PHS,CEB,High ESG Risk,35.5
"CECEP Solar Energy Co., Ltd.",SHE,591,Medium ESG Risk,29.9
CECEP Wind-Power Corp.,SHG,601016,Medium ESG Risk,28.9
CECONOMY AG,ETR,CEC,Low ESG Risk,16
Cedar Fair LP,NYS,FUN,High ESG Risk,39.7
Cedar Woods Properties Ltd.,ASX,CWP,Low ESG Risk,19.4
Cegedim SA,PAR,CGM,Medium ESG Risk,21.8
Celanese Corp.,NYS,CE,Medium ESG Risk,26.1
CelcomDigi Bhd.,KLS,6947,Medium ESG Risk,24.2
Çelebi Hava Servisi AS,IST,CLEBI.E,Medium ESG Risk,24.6
Celeo Redes Operacion Chile SA,-,,High ESG Risk,34
"Celestica, Inc.",TSE,CLS,Low ESG Risk,10.4
CellaVision AB,OME,CEVI,Low ESG Risk,14.5
Cellcom Israel Ltd.,TAE,CEL,Severe ESG Risk,41.2
"Celldex Therapeutics, Inc.",NAS,CLDX,Medium ESG Risk,26.7
"Cellid Co., Ltd.",KRX,299660,Severe ESG Risk,40
